_id,Client,Restaurant,State,Date,Pricing,Quantity,Item
220,96,16,delivered,2018-03-22T00:00:00Z,37.20,8,"{""Name"":""Pizza Pepperoni"",""Price"":14.700640538209951}"
221,188,5,accepted,2020-01-15T00:00:00Z,127.52,4,"{""Name"":""Miso Soup"",""Price"":66.85589040657081}"
222,304,18,delivered,2018-03-22T00:00:00Z,105.38,1,"{""Name"":""Nigiri"",""Price"":66.46713610871394}"
223,305,17,accepted,2015-06-12T00:00:00Z,67.52,1,"{""Name"":""Pizza Pepperoni"",""Price"":129.2590244267489}"
224,285,25,in-process,2015-06-12T00:00:00Z,12.71,9,"{""Name"":""Pizza Pepperoni"",""Price"":116.61960439579337}"
225,350,31,delivered,2018-03-22T00:00:00Z,34.64,6,"{""Name"":""Miso Soup"",""Price"":87.93725018216422}"
226,363,10,delivered,2018-03-22T00:00:00Z,13.08,5,"{""Name"":""Nigiri"",""Price"":35.69120366344663}"
227,314,21,delivered,2018-03-22T00:00:00Z,58.41,6,"{""Name"":""Miso Soup"",""Price"":16.1307978724546}"
228,110,6,delivered,2020-01-15T00:00:00Z,14.22,3,"{""Name"":""Butter Chicken"",""Price"":47.531578737330776}"
229,116,41,in-process,2015-06-12T00:00:00Z,116.85,4,"{""Name"":""Pizza Margarita"",""Price"":90.08421735665648}"
230,280,31,accepted,2020-01-15T00:00:00Z,97.91,8,"{""Name"":""Miso Soup"",""Price"":142.01450415703846}"
231,76,34,delivered,2015-06-12T00:00:00Z,24.40,2,"{""Name"":""Pizza Pepperoni"",""Price"":102.49588543139522}"
232,149,50,delivered,2018-03-22T00:00:00Z,139.68,7,"{""Name"":""Butter Chicken"",""Price"":77.43632278583686}"
233,63,26,in-process,2020-01-15T00:00:00Z,86.73,7,"{""Name"":""Nigiri"",""Price"":51.71220421446114}"
234,302,6,accepted,2020-01-15T00:00:00Z,126.87,5,"{""Name"":""Butter Chicken"",""Price"":141.4450265455702}"
235,229,16,delivered,2015-06-12T00:00:00Z,72.99,3,"{""Name"":""Miso Soup"",""Price"":106.61492960007764}"
236,24,31,delivered,2015-06-12T00:00:00Z,93.67,7,"{""Name"":""Pizza Margarita"",""Price"":145.23672182614823}"
237,44,37,delivered,2020-01-15T00:00:00Z,66.03,5,"{""Name"":""Miso Soup"",""Price"":147.6248523122915}"
238,35,40,delivered,2018-03-22T00:00:00Z,62.20,1,"{""Name"":""Miso Soup"",""Price"":131.7520463177361}"
239,34,6,accepted,2020-01-15T00:00:00Z,139.06,5,"{""Name"":""Nigiri"",""Price"":62.08169045990454}"
240,309,19,delivered,2020-01-15T00:00:00Z,5.69,9,"{""Name"":""Butter Chicken"",""Price"":52.411020749383326}"
241,212,12,delivered,2015-06-12T00:00:00Z,86.23,7,"{""Name"":""Pizza Pepperoni"",""Price"":117.83116149286377}"
242,76,37,in-process,2015-06-12T00:00:00Z,108.77,2,"{""Name"":""Butter Chicken"",""Price"":16.700616105641323}"
243,327,47,in-process,2018-03-22T00:00:00Z,46.12,1,"{""Name"":""Miso Soup"",""Price"":80.73200162119697}"
244,366,9,delivered,2018-03-22T00:00:00Z,38.57,2,"{""Name"":""Pizza Pepperoni"",""Price"":3.532518475493935}"
245,386,25,accepted,2018-03-22T00:00:00Z,99.88,9,"{""Name"":""Butter Chicken"",""Price"":104.98107618834874}"
246,216,46,delivered,2015-06-12T00:00:00Z,83.72,4,"{""Name"":""Butter Chicken"",""Price"":94.82216124641555}"
247,77,47,accepted,2020-01-15T00:00:00Z,84.47,7,"{""Name"":""Pizza Pepperoni"",""Price"":39.64184366334416}"
248,345,46,delivered,2020-01-15T00:00:00Z,69.17,7,"{""Name"":""Miso Soup"",""Price"":126.94351583780494}"
249,231,43,accepted,2015-06-12T00:00:00Z,94.86,4,"{""Name"":""Butter Chicken"",""Price"":119.55917194011255}"
250,214,44,accepted,2020-01-15T00:00:00Z,131.12,5,"{""Name"":""Butter Chicken"",""Price"":78.89400738866105}"
251,337,1,accepted,2020-01-15T00:00:00Z,73.89,8,"{""Name"":""Miso Soup"",""Price"":97.47688693824077}"
252,108,9,delivered,2020-01-15T00:00:00Z,16.29,9,"{""Name"":""Pizza Margarita"",""Price"":111.83459056434936}"
253,323,13,in-process,2018-03-22T00:00:00Z,31.92,5,"{""Name"":""Butter Chicken"",""Price"":27.54975160745349}"
254,35,33,in-process,2018-03-22T00:00:00Z,46.77,7,"{""Name"":""Miso Soup"",""Price"":23.606995726526467}"
255,377,3,delivered,2015-06-12T00:00:00Z,132.84,8,"{""Name"":""Pizza Pepperoni"",""Price"":39.41772984349473}"
256,343,13,accepted,2018-03-22T00:00:00Z,129.77,3,"{""Name"":""Butter Chicken"",""Price"":102.45337588619059}"
257,32,36,accepted,2015-06-12T00:00:00Z,149.43,10,"{""Name"":""Pizza Margarita"",""Price"":136.14566752338482}"
258,214,7,in-process,2020-01-15T00:00:00Z,98.68,5,"{""Name"":""Pizza Pepperoni"",""Price"":123.14007358932179}"
259,43,14,accepted,2015-06-12T00:00:00Z,96.11,3,"{""Name"":""Pizza Pepperoni"",""Price"":129.90756601107833}"
260,84,4,accepted,2015-06-12T00:00:00Z,3.41,1,"{""Name"":""Pizza Pepperoni"",""Price"":88.18307124799423}"
261,84,3,accepted,2015-06-12T00:00:00Z,112.51,10,"{""Name"":""Butter Chicken"",""Price"":7.605232161038904}"
262,60,30,delivered,2015-06-12T00:00:00Z,39.56,8,"{""Name"":""Pizza Margarita"",""Price"":146.28780054560968}"
263,178,22,in-process,2018-03-22T00:00:00Z,30.37,5,"{""Name"":""Butter Chicken"",""Price"":19.614235979242544}"
264,118,19,delivered,2018-03-22T00:00:00Z,139.39,2,"{""Name"":""Butter Chicken"",""Price"":76.86374137955946}"
265,241,17,delivered,2020-01-15T00:00:00Z,91.27,2,"{""Name"":""Pizza Margarita"",""Price"":121.10515418271406}"
266,103,35,accepted,2018-03-22T00:00:00Z,92.36,6,"{""Name"":""Nigiri"",""Price"":36.188414034866256}"
267,246,28,accepted,2018-03-22T00:00:00Z,6.94,7,"{""Name"":""Butter Chicken"",""Price"":79.4429771626859}"
268,97,42,accepted,2015-06-12T00:00:00Z,25.02,6,"{""Name"":""Pizza Margarita"",""Price"":141.27930243692555}"
269,358,21,delivered,2018-03-22T00:00:00Z,88.51,1,"{""Name"":""Miso Soup"",""Price"":104.57311312074563}"
270,79,26,accepted,2018-03-22T00:00:00Z,79.01,6,"{""Name"":""Pizza Margarita"",""Price"":33.77591722084531}"
271,321,32,in-process,2018-03-22T00:00:00Z,67.70,7,"{""Name"":""Miso Soup"",""Price"":57.33214151887176}"
272,142,11,accepted,2015-06-12T00:00:00Z,65.67,8,"{""Name"":""Butter Chicken"",""Price"":51.13025384224868}"
273,303,2,delivered,2015-06-12T00:00:00Z,43.40,3,"{""Name"":""Miso Soup"",""Price"":54.735366926823644}"
274,304,48,delivered,2015-06-12T00:00:00Z,10.77,3,"{""Name"":""Miso Soup"",""Price"":79.12420668011356}"
275,307,36,delivered,2015-06-12T00:00:00Z,92.58,4,"{""Name"":""Pizza Margarita"",""Price"":65.9324762827508}"
276,296,35,delivered,2015-06-12T00:00:00Z,95.94,3,"{""Name"":""Nigiri"",""Price"":107.93468195626349}"
277,268,13,delivered,2015-06-12T00:00:00Z,37.05,5,"{""Name"":""Nigiri"",""Price"":105.1393792892951}"
278,169,46,delivered,2015-06-12T00:00:00Z,46.40,8,"{""Name"":""Pizza Margarita"",""Price"":114.85303590125085}"
279,166,18,delivered,2020-01-15T00:00:00Z,55.52,10,"{""Name"":""Nigiri"",""Price"":15.637028352039998}"
280,53,34,accepted,2015-06-12T00:00:00Z,83.50,8,"{""Name"":""Butter Chicken"",""Price"":138.51358362032752}"
281,77,23,in-process,2018-03-22T00:00:00Z,48.83,1,"{""Name"":""Nigiri"",""Price"":119.46380687013684}"
282,85,9,delivered,2018-03-22T00:00:00Z,81.85,2,"{""Name"":""Pizza Pepperoni"",""Price"":120.52150467125658}"
283,400,23,in-process,2015-06-12T00:00:00Z,27.99,4,"{""Name"":""Nigiri"",""Price"":72.41047102814737}"
284,338,27,accepted,2015-06-12T00:00:00Z,109.49,10,"{""Name"":""Nigiri"",""Price"":38.31118269818565}"
285,109,37,delivered,2015-06-12T00:00:00Z,128.44,6,"{""Name"":""Pizza Pepperoni"",""Price"":124.20571261568753}"
286,302,23,in-process,2020-01-15T00:00:00Z,26.66,1,"{""Name"":""Miso Soup"",""Price"":131.62252579984974}"
287,191,42,in-process,2018-03-22T00:00:00Z,130.43,6,"{""Name"":""Miso Soup"",""Price"":0.8261296561920282}"
288,12,44,accepted,2018-03-22T00:00:00Z,118.75,4,"{""Name"":""Miso Soup"",""Price"":10.254050146310128}"
289,130,47,accepted,2018-03-22T00:00:00Z,85.99,5,"{""Name"":""Pizza Pepperoni"",""Price"":13.916540852499072}"
290,379,41,in-process,2015-06-12T00:00:00Z,112.01,8,"{""Name"":""Miso Soup"",""Price"":122.8697261925677}"
291,92,31,in-process,2020-01-15T00:00:00Z,146.57,1,"{""Name"":""Pizza Margarita"",""Price"":140.5390148038127}"
292,10,36,delivered,2020-01-15T00:00:00Z,138.18,7,"{""Name"":""Nigiri"",""Price"":88.74442598054186}"
293,69,40,accepted,2018-03-22T00:00:00Z,15.20,5,"{""Name"":""Butter Chicken"",""Price"":53.400381665017974}"
294,179,25,in-process,2018-03-22T00:00:00Z,56.62,7,"{""Name"":""Butter Chicken"",""Price"":22.00947266180105}"
295,91,48,in-process,2015-06-12T00:00:00Z,12.99,2,"{""Name"":""Pizza Margarita"",""Price"":138.53138696094763}"
296,120,27,in-process,2018-03-22T00:00:00Z,31.51,9,"{""Name"":""Nigiri"",""Price"":135.77001225979086}"
297,158,18,delivered,2015-06-12T00:00:00Z,120.75,2,"{""Name"":""Pizza Margarita"",""Price"":59.306737283959535}"
298,101,6,accepted,2020-01-15T00:00:00Z,50.18,5,"{""Name"":""Pizza Margarita"",""Price"":81.0089490822436}"
299,54,48,accepted,2018-03-22T00:00:00Z,101.45,1,"{""Name"":""Miso Soup"",""Price"":90.77761178890601}"
300,251,9,accepted,2018-03-22T00:00:00Z,89.60,6,"{""Name"":""Pizza Margarita"",""Price"":120.18298971013812}"
301,179,49,in-process,2020-01-15T00:00:00Z,47.26,9,"{""Name"":""Pizza Margarita"",""Price"":66.2399498095234}"
302,18,24,delivered,2015-06-12T00:00:00Z,21.49,2,"{""Name"":""Pizza Margarita"",""Price"":63.418675087324836}"
303,377,25,accepted,2018-03-22T00:00:00Z,27.51,4,"{""Name"":""Nigiri"",""Price"":34.330713603145796}"
304,99,15,accepted,2018-03-22T00:00:00Z,56.91,2,"{""Name"":""Nigiri"",""Price"":33.54941888958612}"
305,245,27,in-process,2018-03-22T00:00:00Z,20.86,9,"{""Name"":""Butter Chicken"",""Price"":88.89251752998302}"
306,48,35,accepted,2020-01-15T00:00:00Z,117.12,1,"{""Name"":""Miso Soup"",""Price"":91.12085566035523}"
307,344,35,delivered,2015-06-12T00:00:00Z,79.65,2,"{""Name"":""Pizza Margarita"",""Price"":75.37622435077671}"
308,58,31,accepted,2015-06-12T00:00:00Z,64.11,5,"{""Name"":""Pizza Margarita"",""Price"":8.335924863330698}"
309,58,35,accepted,2018-03-22T00:00:00Z,95.27,10,"{""Name"":""Pizza Margarita"",""Price"":18.289206590176576}"
310,3,42,delivered,2015-06-12T00:00:00Z,71.89,10,"{""Name"":""Pizza Pepperoni"",""Price"":142.10755614514127}"
311,141,25,accepted,2015-06-12T00:00:00Z,28.21,1,"{""Name"":""Miso Soup"",""Price"":10.612961297896737}"
312,68,15,in-process,2018-03-22T00:00:00Z,91.78,5,"{""Name"":""Pizza Margarita"",""Price"":82.87094219215729}"
313,321,25,delivered,2020-01-15T00:00:00Z,128.12,4,"{""Name"":""Butter Chicken"",""Price"":52.463549879251886}"
314,13,48,accepted,2015-06-12T00:00:00Z,46.41,9,"{""Name"":""Nigiri"",""Price"":65.42899315179187}"
315,183,34,accepted,2018-03-22T00:00:00Z,60.84,10,"{""Name"":""Pizza Margarita"",""Price"":144.84184333654377}"
316,106,18,accepted,2015-06-12T00:00:00Z,138.28,9,"{""Name"":""Nigiri"",""Price"":125.45327930695807}"
317,381,12,accepted,2018-03-22T00:00:00Z,62.65,1,"{""Name"":""Nigiri"",""Price"":89.24748941828656}"
318,104,26,delivered,2020-01-15T00:00:00Z,28.64,4,"{""Name"":""Butter Chicken"",""Price"":52.422978369670474}"
319,220,19,in-process,2018-03-22T00:00:00Z,129.57,2,"{""Name"":""Nigiri"",""Price"":63.70540407050438}"
320,105,32,delivered,2018-03-22T00:00:00Z,140.20,10,"{""Name"":""Nigiri"",""Price"":132.36170704532}"
321,18,46,delivered,2018-03-22T00:00:00Z,44.15,3,"{""Name"":""Pizza Margarita"",""Price"":15.683493096799292}"
322,221,6,accepted,2015-06-12T00:00:00Z,53.40,7,"{""Name"":""Butter Chicken"",""Price"":113.46955546004399}"
323,122,24,delivered,2018-03-22T00:00:00Z,63.01,3,"{""Name"":""Pizza Pepperoni"",""Price"":43.3187450306728}"
324,358,36,delivered,2018-03-22T00:00:00Z,92.48,9,"{""Name"":""Pizza Pepperoni"",""Price"":136.25153709322151}"
325,116,16,delivered,2020-01-15T00:00:00Z,89.02,3,"{""Name"":""Nigiri"",""Price"":3.720102414944971}"
326,364,33,accepted,2018-03-22T00:00:00Z,147.07,2,"{""Name"":""Butter Chicken"",""Price"":110.869511681679}"
327,84,46,accepted,2018-03-22T00:00:00Z,146.94,10,"{""Name"":""Miso Soup"",""Price"":22.298463804156793}"
328,312,49,delivered,2018-03-22T00:00:00Z,110.00,2,"{""Name"":""Miso Soup"",""Price"":83.89003783869286}"
329,225,17,accepted,2020-01-15T00:00:00Z,51.52,8,"{""Name"":""Nigiri"",""Price"":117.59315657280729}"
330,397,19,delivered,2020-01-15T00:00:00Z,131.78,10,"{""Name"":""Butter Chicken"",""Price"":48.10451986998754}"
331,323,18,accepted,2018-03-22T00:00:00Z,33.80,7,"{""Name"":""Nigiri"",""Price"":94.52034050079206}"
332,170,33,accepted,2015-06-12T00:00:00Z,56.28,1,"{""Name"":""Pizza Pepperoni"",""Price"":114.21958544511762}"
333,291,3,accepted,2018-03-22T00:00:00Z,72.55,1,"{""Name"":""Pizza Margarita"",""Price"":49.594237596501934}"
334,330,21,accepted,2020-01-15T00:00:00Z,92.72,2,"{""Name"":""Nigiri"",""Price"":89.54428067706954}"
335,299,1,accepted,2020-01-15T00:00:00Z,84.37,7,"{""Name"":""Pizza Pepperoni"",""Price"":22.315166145776214}"
336,307,13,accepted,2015-06-12T00:00:00Z,115.31,8,"{""Name"":""Pizza Margarita"",""Price"":107.04917752801558}"
337,194,29,delivered,2018-03-22T00:00:00Z,57.39,6,"{""Name"":""Nigiri"",""Price"":2.9946480578749504}"
338,36,4,accepted,2018-03-22T00:00:00Z,55.17,2,"{""Name"":""Pizza Pepperoni"",""Price"":67.16567883148007}"
339,331,41,in-process,2015-06-12T00:00:00Z,138.59,7,"{""Name"":""Nigiri"",""Price"":29.919656907571596}"
340,327,44,accepted,2018-03-22T00:00:00Z,68.89,3,"{""Name"":""Miso Soup"",""Price"":17.616243546202153}"
341,101,23,delivered,2015-06-12T00:00:00Z,39.82,8,"{""Name"":""Miso Soup"",""Price"":93.56473070264076}"
342,235,25,accepted,2020-01-15T00:00:00Z,29.67,6,"{""Name"":""Miso Soup"",""Price"":17.307432594457467}"
343,121,1,in-process,2020-01-15T00:00:00Z,13.45,10,"{""Name"":""Miso Soup"",""Price"":130.29105242866316}"
344,69,9,accepted,2018-03-22T00:00:00Z,6.13,10,"{""Name"":""Nigiri"",""Price"":44.75777761792632}"
345,32,10,in-process,2020-01-15T00:00:00Z,53.59,2,"{""Name"":""Miso Soup"",""Price"":89.70888200895439}"
346,161,31,delivered,2015-06-12T00:00:00Z,117.04,3,"{""Name"":""Pizza Pepperoni"",""Price"":55.18192298206922}"
347,319,34,delivered,2018-03-22T00:00:00Z,138.16,1,"{""Name"":""Pizza Margarita"",""Price"":118.65922566847178}"
348,21,20,delivered,2018-03-22T00:00:00Z,114.57,1,"{""Name"":""Pizza Pepperoni"",""Price"":89.35609998077335}"
349,395,29,in-process,2015-06-12T00:00:00Z,22.47,5,"{""Name"":""Pizza Margarita"",""Price"":148.83240139290274}"
350,212,49,accepted,2020-01-15T00:00:00Z,132.67,5,"{""Name"":""Miso Soup"",""Price"":77.02923887223078}"
351,397,26,delivered,2020-01-15T00:00:00Z,117.42,7,"{""Name"":""Pizza Pepperoni"",""Price"":68.61658418038492}"
352,282,27,accepted,2015-06-12T00:00:00Z,122.54,3,"{""Name"":""Nigiri"",""Price"":21.336759100584874}"
353,43,29,in-process,2020-01-15T00:00:00Z,12.69,8,"{""Name"":""Butter Chicken"",""Price"":95.5506032394477}"
354,146,21,delivered,2020-01-15T00:00:00Z,110.07,6,"{""Name"":""Nigiri"",""Price"":6.455234016960697}"
355,266,35,in-process,2015-06-12T00:00:00Z,88.81,3,"{""Name"":""Pizza Margarita"",""Price"":96.20102727101437}"
356,142,11,accepted,2015-06-12T00:00:00Z,45.93,10,"{""Name"":""Nigiri"",""Price"":113.64947649855593}"
357,49,10,in-process,2018-03-22T00:00:00Z,61.37,4,"{""Name"":""Pizza Margarita"",""Price"":82.93612546797917}"
358,44,10,in-process,2020-01-15T00:00:00Z,50.45,5,"{""Name"":""Pizza Pepperoni"",""Price"":105.46950214704466}"
359,293,17,accepted,2015-06-12T00:00:00Z,102.73,10,"{""Name"":""Pizza Pepperoni"",""Price"":103.67715124514564}"
360,53,50,in-process,2018-03-22T00:00:00Z,77.49,9,"{""Name"":""Pizza Margarita"",""Price"":95.3278327756984}"
361,350,40,delivered,2018-03-22T00:00:00Z,15.84,4,"{""Name"":""Butter Chicken"",""Price"":25.242912925834972}"
362,88,35,delivered,2015-06-12T00:00:00Z,3.63,8,"{""Name"":""Nigiri"",""Price"":29.513162790195594}"
363,72,30,accepted,2020-01-15T00:00:00Z,72.06,9,"{""Name"":""Butter Chicken"",""Price"":92.9356299022964}"
364,240,43,in-process,2015-06-12T00:00:00Z,142.29,7,"{""Name"":""Nigiri"",""Price"":138.28940115963155}"
365,341,41,in-process,2018-03-22T00:00:00Z,91.12,10,"{""Name"":""Pizza Pepperoni"",""Price"":35.1516237939356}"
366,126,23,in-process,2018-03-22T00:00:00Z,48.21,6,"{""Name"":""Miso Soup"",""Price"":13.867689719355726}"
367,261,1,in-process,2018-03-22T00:00:00Z,85.77,5,"{""Name"":""Butter Chicken"",""Price"":3.5433272373222144}"
368,206,35,accepted,2018-03-22T00:00:00Z,58.66,7,"{""Name"":""Butter Chicken"",""Price"":106.71964494108937}"
369,15,47,accepted,2015-06-12T00:00:00Z,28.79,4,"{""Name"":""Pizza Pepperoni"",""Price"":133.24875031924117}"
370,295,46,delivered,2020-01-15T00:00:00Z,17.94,2,"{""Name"":""Pizza Pepperoni"",""Price"":82.38629138092143}"
371,266,21,in-process,2015-06-12T00:00:00Z,96.03,9,"{""Name"":""Nigiri"",""Price"":37.13162774636392}"
372,139,32,delivered,2018-03-22T00:00:00Z,116.66,9,"{""Name"":""Butter Chicken"",""Price"":107.72904307423916}"
373,390,3,in-process,2020-01-15T00:00:00Z,88.64,7,"{""Name"":""Pizza Pepperoni"",""Price"":33.06269371110932}"
374,154,36,delivered,2015-06-12T00:00:00Z,21.62,4,"{""Name"":""Pizza Margarita"",""Price"":26.01235450297559}"
375,386,48,delivered,2018-03-22T00:00:00Z,7.10,4,"{""Name"":""Pizza Pepperoni"",""Price"":141.68688179999413}"
376,382,46,delivered,2015-06-12T00:00:00Z,79.75,9,"{""Name"":""Nigiri"",""Price"":33.20566084807879}"
377,192,26,accepted,2020-01-15T00:00:00Z,136.38,8,"{""Name"":""Miso Soup"",""Price"":21.071470409357484}"
378,142,17,in-process,2020-01-15T00:00:00Z,89.07,1,"{""Name"":""Butter Chicken"",""Price"":99.60108320261563}"
379,74,41,delivered,2020-01-15T00:00:00Z,30.81,7,"{""Name"":""Butter Chicken"",""Price"":88.99682407357851}"
380,46,10,delivered,2020-01-15T00:00:00Z,97.11,5,"{""Name"":""Nigiri"",""Price"":40.28599450487775}"
381,101,13,in-process,2015-06-12T00:00:00Z,105.47,10,"{""Name"":""Butter Chicken"",""Price"":62.6353187514816}"
382,266,26,delivered,2018-03-22T00:00:00Z,22.14,9,"{""Name"":""Butter Chicken"",""Price"":24.950278146343834}"
383,78,16,in-process,2020-01-15T00:00:00Z,135.39,10,"{""Name"":""Nigiri"",""Price"":85.4131550143068}"
384,177,16,in-process,2015-06-12T00:00:00Z,27.92,2,"{""Name"":""Pizza Margarita"",""Price"":115.33488776165221}"
385,201,40,accepted,2018-03-22T00:00:00Z,66.28,1,"{""Name"":""Pizza Pepperoni"",""Price"":9.457618305271637}"
386,388,40,delivered,2015-06-12T00:00:00Z,130.87,3,"{""Name"":""Miso Soup"",""Price"":108.56090728512005}"
387,119,13,accepted,2018-03-22T00:00:00Z,54.70,1,"{""Name"":""Butter Chicken"",""Price"":79.25175378013678}"
388,243,27,in-process,2020-01-15T00:00:00Z,77.57,7,"{""Name"":""Butter Chicken"",""Price"":119.43827992770873}"
389,333,36,in-process,2015-06-12T00:00:00Z,133.80,2,"{""Name"":""Butter Chicken"",""Price"":148.64731056066043}"
390,320,37,accepted,2018-03-22T00:00:00Z,97.56,9,"{""Name"":""Miso Soup"",""Price"":30.64224182046327}"
391,376,37,delivered,2018-03-22T00:00:00Z,67.94,5,"{""Name"":""Miso Soup"",""Price"":55.968938559096124}"
392,4,36,accepted,2020-01-15T00:00:00Z,117.65,9,"{""Name"":""Miso Soup"",""Price"":63.84578870181101}"
393,78,6,delivered,2018-03-22T00:00:00Z,55.75,4,"{""Name"":""Nigiri"",""Price"":135.25993690376345}"
394,377,42,accepted,2015-06-12T00:00:00Z,96.89,3,"{""Name"":""Nigiri"",""Price"":25.170383212438985}"
395,249,32,in-process,2015-06-12T00:00:00Z,81.30,3,"{""Name"":""Butter Chicken"",""Price"":137.83406448438868}"
396,85,50,in-process,2020-01-15T00:00:00Z,51.79,2,"{""Name"":""Pizza Margarita"",""Price"":124.1887866573191}"
397,73,11,in-process,2015-06-12T00:00:00Z,126.52,8,"{""Name"":""Miso Soup"",""Price"":18.047269009006413}"
398,395,35,in-process,2015-06-12T00:00:00Z,149.20,1,"{""Name"":""Nigiri"",""Price"":36.47742554176992}"
399,143,41,delivered,2020-01-15T00:00:00Z,64.89,3,"{""Name"":""Butter Chicken"",""Price"":123.01543623150957}"
400,177,2,accepted,2015-06-12T00:00:00Z,43.13,5,"{""Name"":""Pizza Margarita"",""Price"":134.22128721746375}"
401,341,45,delivered,2018-03-22T00:00:00Z,132.98,7,"{""Name"":""Butter Chicken"",""Price"":109.31305362572115}"
402,197,47,accepted,2018-03-22T00:00:00Z,101.14,6,"{""Name"":""Miso Soup"",""Price"":31.740488700888697}"
403,393,28,accepted,2018-03-22T00:00:00Z,95.82,1,"{""Name"":""Nigiri"",""Price"":130.15526994279895}"
404,125,50,delivered,2018-03-22T00:00:00Z,27.41,5,"{""Name"":""Pizza Pepperoni"",""Price"":98.91713055673195}"
405,389,13,accepted,2020-01-15T00:00:00Z,69.57,1,"{""Name"":""Miso Soup"",""Price"":76.90126948949802}"
406,310,43,in-process,2015-06-12T00:00:00Z,146.77,5,"{""Name"":""Nigiri"",""Price"":138.6896888774298}"
407,97,10,in-process,2018-03-22T00:00:00Z,117.92,4,"{""Name"":""Pizza Pepperoni"",""Price"":68.8279230471644}"
408,90,36,delivered,2018-03-22T00:00:00Z,51.63,7,"{""Name"":""Pizza Margarita"",""Price"":13.943418187640026}"
409,126,2,in-process,2018-03-22T00:00:00Z,2.04,3,"{""Name"":""Butter Chicken"",""Price"":53.14179868688316}"
410,315,44,in-process,2020-01-15T00:00:00Z,107.51,4,"{""Name"":""Pizza Pepperoni"",""Price"":61.94124019987531}"
411,51,18,accepted,2020-01-15T00:00:00Z,48.56,1,"{""Name"":""Pizza Pepperoni"",""Price"":143.38677622794654}"
412,260,48,accepted,2018-03-22T00:00:00Z,59.88,3,"{""Name"":""Pizza Margarita"",""Price"":0.25096992716109257}"
413,122,40,delivered,2018-03-22T00:00:00Z,25.05,1,"{""Name"":""Nigiri"",""Price"":58.02710670170924}"
414,261,38,in-process,2018-03-22T00:00:00Z,114.06,6,"{""Name"":""Butter Chicken"",""Price"":42.95822776898136}"
415,95,25,in-process,2018-03-22T00:00:00Z,78.36,3,"{""Name"":""Pizza Pepperoni"",""Price"":115.23453181960606}"
416,106,8,accepted,2020-01-15T00:00:00Z,6.98,4,"{""Name"":""Pizza Pepperoni"",""Price"":15.568012269004461}"
417,74,24,delivered,2018-03-22T00:00:00Z,71.19,8,"{""Name"":""Butter Chicken"",""Price"":83.36284912873285}"
418,147,32,in-process,2015-06-12T00:00:00Z,141.09,7,"{""Name"":""Pizza Margarita"",""Price"":85.97871044644269}"
419,14,38,delivered,2020-01-15T00:00:00Z,117.65,10,"{""Name"":""Nigiri"",""Price"":65.10343545697238}"
420,362,10,delivered,2015-06-12T00:00:00Z,107.21,3,"{""Name"":""Butter Chicken"",""Price"":67.04371422759523}"
421,223,25,in-process,2015-06-12T00:00:00Z,15.52,6,"{""Name"":""Butter Chicken"",""Price"":43.79538918924683}"
422,351,19,delivered,2015-06-12T00:00:00Z,45.49,2,"{""Name"":""Butter Chicken"",""Price"":105.41345901260439}"
423,172,38,in-process,2020-01-15T00:00:00Z,6.41,5,"{""Name"":""Butter Chicken"",""Price"":6.644120961027772}"
424,12,9,delivered,2020-01-15T00:00:00Z,119.39,8,"{""Name"":""Nigiri"",""Price"":108.0288651066839}"
425,209,1,delivered,2015-06-12T00:00:00Z,87.11,1,"{""Name"":""Butter Chicken"",""Price"":4.418434707932302}"
426,155,2,in-process,2015-06-12T00:00:00Z,82.72,6,"{""Name"":""Miso Soup"",""Price"":2.6785745077286}"
427,287,40,in-process,2020-01-15T00:00:00Z,56.32,2,"{""Name"":""Miso Soup"",""Price"":98.03996632324775}"
428,53,15,delivered,2018-03-22T00:00:00Z,77.33,4,"{""Name"":""Pizza Pepperoni"",""Price"":77.41900145394524}"
429,34,24,delivered,2018-03-22T00:00:00Z,121.22,1,"{""Name"":""Butter Chicken"",""Price"":149.44444868111225}"
430,126,20,delivered,2020-01-15T00:00:00Z,24.15,7,"{""Name"":""Nigiri"",""Price"":36.55749632019381}"
431,288,44,delivered,2015-06-12T00:00:00Z,139.03,10,"{""Name"":""Pizza Pepperoni"",""Price"":77.60878509196736}"
432,81,20,in-process,2015-06-12T00:00:00Z,64.04,3,"{""Name"":""Pizza Margarita"",""Price"":19.84886143390248}"
433,382,43,accepted,2020-01-15T00:00:00Z,103.23,2,"{""Name"":""Butter Chicken"",""Price"":103.78281026195909}"
434,385,42,in-process,2015-06-12T00:00:00Z,3.39,2,"{""Name"":""Miso Soup"",""Price"":64.15241555359849}"
435,122,10,in-process,2018-03-22T00:00:00Z,137.86,3,"{""Name"":""Pizza Margarita"",""Price"":89.95694212565587}"
436,107,34,in-process,2015-06-12T00:00:00Z,74.10,2,"{""Name"":""Butter Chicken"",""Price"":22.738542841685483}"
437,165,41,accepted,2018-03-22T00:00:00Z,66.37,1,"{""Name"":""Pizza Margarita"",""Price"":77.73968946251586}"
438,8,31,in-process,2018-03-22T00:00:00Z,8.96,4,"{""Name"":""Miso Soup"",""Price"":50.40588167831327}"
439,327,2,delivered,2018-03-22T00:00:00Z,106.24,7,"{""Name"":""Miso Soup"",""Price"":147.8472317564171}"
440,95,41,accepted,2018-03-22T00:00:00Z,138.09,5,"{""Name"":""Butter Chicken"",""Price"":117.05346593757498}"
